"ms1","p","temp","alt","ms2","gX","gY","gZ","X","Y","Z","mX","mY","mZ"
393158,912.41,28.1,875.58,393166,0,0,0,314,811,-15830,2508,200,-15830
393209,912.4,28.1,875.67,393218,0,0,0,254,836,-15718,2515,206,-15718
393261,912.44,28.1,875.3,393269,1,-1,0,280,740,-15842,2515,206,-15842
393312,912.4,28.1,875.67,393320,0,0,0,224,893,-15816,2515,206,-15816
393363,912.43,28.1,875.39,393375,0,0,0,412,888,-15855,2512,205,-15855
393418,912.43,28.1,875.39,393426,0,0,0,142,703,-15840,2512,205,-15840
393469,912.42,28.1,875.48,393478,1,-1,0,293,753,-15889,2512,205,-15889
393521,912.45,28.1,875.21,393529,0,0,0,306,789,-15881,2508,206,-15881
393572,912.43,28.1,875.39,393580,0,-1,0,334,705,-15867,2508,206,-15867
393623,912.45,28.1,875.21,393635,1,-1,0,251,856,-15873,2508,206,-15873
393678,912.45,28.1,875.21,393687,0,0,0,217,794,-15913,2513,199,-15913
393730,912.39,28.1,875.76,393738,0,0,0,242,817,-15780,2513,199,-15780
393781,912.44,28.1,875.3,393789,0,1,0,303,814,-15819,2513,199,-15819
393832,912.45,28.1,875.21,393840,0,0,0,198,798,-15815,2513,199,-15815
393883,912.37,28.1,875.94,393893,0,1,0,258,725,-15776,2510,205,-15776
393938,912.34,28.1,876.21,393945,0,0,0,216,827,-15633,2510,205,-15633
393990,912.39,28.1,875.76,393996,0,0,0,218,785,-15789,2510,205,-15789
394041,912.42,28.1,875.48,394047,0,0,0,219,926,-15746,2506,210,-15746
394092,912.42,28.1,875.48,394098,0,0,0,261,786,-15787,2506,210,-15787
394145,912.41,28.1,875.58,394153,0,0,0,339,777,-15812,2506,210,-15812
394196,912.42,28.1,875.48,394205,1,0,0,301,863,-15834,2519,202,-15834
394248,912.41,28.1,875.58,394256,0,0,0,238,830,-15853,2519,202,-15853
394299,912.46,28.1,875.12,394307,0,0,0,282,897,-15883,2519,202,-15883
394350,912.38,28.1,875.85,394358,0,0,0,255,824,-15853,2516,210,-15853
394405,912.41,28.1,875.58,394414,0,0,0,201,790,-15861,2516,210,-15861
394457,912.38,28.1,875.85,394465,0,0,0,291,827,-15839,2516,210,-15839
394508,912.39,28.1,875.76,394516,0,0,0,228,782,-15793,2514,202,-15793
394559,912.38,28.1,875.85,394567,0,0,0,316,839,-15817,2514,202,-15817
394610,912.33,28.1,876.3,394618,0,0,0,275,790,-15740,2514,202,-15740
394665,912.36,28.1,876.03,394672,0,0,0,267,792,-15954,2508,217,-15954
394717,912.38,28.1,875.85,394723,0,0,0,335,838,-15720,2508,217,-15720
394768,912.39,28.1,875.76,394774,0,0,0,233,818,-15797,2508,217,-15797
394819,912.36,28.1,876.03,394825,1,-1,0,355,738,-15832,2500,221,-15832
394870,912.37,28.1,875.94,394876,0,0,0,191,956,-15628,2500,221,-15628
394924,912.34,28.1,876.21,394932,1,-2,0,371,814,-15847,2500,221,-15847
394975,912.38,28.1,875.85,394983,0,0,0,204,906,-15895,2519,208,-15895
395026,912.37,28.1,875.94,395034,1,-1,0,375,790,-15855,2519,208,-15855
395077,912.39,28.1,875.76,395085,0,-1,0,235,965,-15842,2519,208,-15842
395128,912.37,28.1,875.94,395137,1,0,0,336,739,-15797,2519,208,-15797
395184,912.39,28.1,875.76,395192,0,0,0,223,870,-15762,2498,185,-15762
395235,912.38,28.1,875.85,395243,1,-1,0,393,737,-15837,2498,185,-15837
395286,912.38,28.1,875.85,395294,0,-1,0,233,863,-15761,2498,185,-15761
395337,912.39,28.1,875.76,395345,0,-1,0,270,847,-15910,2516,209,-15910
395388,912.36,28.1,876.03,395401,0,0,0,279,812,-15835,2516,209,-15835
395444,912.39,28.1,875.76,395452,0,0,0,278,833,-15850,2516,209,-15850
395495,912.34,28.1,876.21,395503,0,0,0,304,802,-15804,2502,208,-15804
395546,912.4,28.1,875.67,395554,0,0,0,271,818,-15818,2502,208,-15818
395597,912.4,28.1,875.67,395606,0,0,0,375,834,-15710,2502,208,-15710
395649,912.38,28.1,875.85,395659,0,0,0,327,807,-15745,2511,195,-15745
395702,912.37,28.1,875.94,395710,0,0,0,294,855,-15875,2511,195,-15875
395753,912.38,28.1,875.85,395761,0,0,0,270,826,-15802,2511,195,-15802
395804,912.35,28.1,876.12,395812,0,0,0,290,804,-15872,2511,203,-15872
395855,912.37,28.1,875.94,395864,0,0,0,290,820,-15809,2511,203,-15809
395911,912.39,28.1,875.76,395919,0,0,0,285,831,-15759,2511,203,-15759
395962,912.35,28.1,876.12,395970,0,0,0,297,779,-15794,2511,211,-15794
396013,912.36,28.1,876.03,396021,0,0,0,209,853,-15853,2511,211,-15853
396064,912.35,28.1,876.12,396072,0,0,0,246,775,-15822,2511,211,-15822
396115,912.31,28.1,876.48,396124,0,0,0,268,815,-15761,2511,205,-15761
396171,912.36,28.1,876.03,396179,0,0,0,270,835,-15806,2511,205,-15806
396222,912.37,28.1,875.94,396230,0,0,0,278,814,-15794,2511,205,-15794
396273,912.34,28.1,876.21,396281,0,0,0,287,810,-15852,2517,203,-15852
396324,912.39,28.1,875.76,396333,0,0,0,290,830,-15812,2517,203,-15812
396376,912.34,28.1,876.21,396384,0,0,0,271,800,-15800,2517,203,-15800
396429,912.38,28.1,875.85,396437,0,0,0,237,855,-15672,2517,203,-15672
396480,912.35,28.1,876.12,396488,0,0,0,297,842,-15823,2510,206,-15823
396531,912.35,28.1,876.12,396539,0,0,0,233,878,-15925,2510,206,-15925
396582,912.33,28.1,876.3,396591,0,0,0,305,768,-15836,2510,206,-15836
396634,912.35,28.1,876.12,396642,0,0,0,264,867,-15915,2514,189,-15915
396689,912.36,28.1,876.03,396697,0,0,0,295,822,-15832,2514,189,-15832
396740,912.37,28.1,875.94,396748,0,0,0,312,821,-15703,2514,189,-15703
396791,912.32,28.1,876.39,396800,0,0,1,254,801,-15799,2509,202,-15799
396843,912.36,28.1,876.03,396851,0,0,0,247,848,-15730,2509,202,-15730
396894,912.33,28.1,876.3,396902,0,0,0,277,819,-15831,2509,202,-15831
396949,912.35,28.1,876.12,396957,0,0,0,264,826,-15781,2516,204,-15781
397000,912.31,28.1,876.48,397008,0,0,0,339,842,-15915,2516,204,-15915
397051,912.32,28.1,876.39,397060,0,0,0,272,822,-15818,2516,204,-15818
397103,912.32,28.1,876.39,397111,0,0,0,270,808,-15713,2515,209,-15713
397154,912.34,28.1,876.21,397162,0,0,0,260,818,-15815,2515,209,-15815
397207,912.34,28.1,876.21,397215,0,0,0,323,776,-15871,2515,209,-15871
397258,912.34,28.1,876.21,397266,0,0,0,256,795,-15857,2513,208,-15857
397309,912.36,28.1,876.03,397318,0,0,0,246,792,-15700,2513,208,-15700
397361,912.33,28.1,876.3,397369,0,0,0,256,787,-15778,2513,208,-15778
397412,912.33,28.1,876.3,397424,0,0,0,302,825,-15859,2523,210,-15859
397467,912.33,28.1,876.3,397475,0,0,0,250,797,-15692,2523,210,-15692
397518,912.32,28.1,876.39,397527,0,0,0,316,826,-15847,2523,210,-15847
397570,912.36,28.1,876.03,397578,0,0,0,338,849,-15721,2508,206,-15721
397621,912.29,28.1,876.66,397629,0,0,0,301,817,-15791,2508,206,-15791
397672,912.34,28.1,876.21,397684,0,0,0,319,852,-15719,2508,206,-15719
397727,912.35,28.1,876.12,397735,0,0,0,352,829,-15718,2508,206,-15718
397778,912.35,28.1,876.12,397787,0,0,0,222,812,-15800,2511,212,-15800
397830,912.31,28.1,876.48,397838,0,0,0,287,829,-15853,2511,212,-15853
397881,912.36,28.1,876.03,397889,1,0,0,285,794,-15853,2511,212,-15853
397932,912.33,28.1,876.3,397942,0,0,0,295,842,-15809,2518,200,-15809
397985,912.3,28.1,876.57,397993,0,0,0,271,759,-15820,2518,200,-15820
398036,912.31,28.1,876.48,398045,0,0,0,197,813,-15747,2518,200,-15747
398088,912.3,28.1,876.57,398096,0,0,0,262,771,-15828,2507,212,-15828
398139,912.33,28.1,876.3,398147,1,-1,0,241,778,-15802,2507,212,-15802
398194,912.3,28.1,876.57,398202,0,0,0,268,787,-15764,2507,212,-15764
398245,912.29,28.1,876.66,398254,0,0,0,261,830,-15808,2509,211,-15808
398297,912.32,28.1,876.39,398305,0,0,0,220,788,-15788,2509,211,-15788
398348,912.31,28.1,876.48,398356,0,0,0,274,841,-15815,2509,211,-15815
398399,912.32,28.1,876.39,398407,0,0,0,379,789,-15767,2516,197,-15767
398454,912.31,28.1,876.48,398462,0,0,0,251,819,-15826,2516,197,-15826
398505,912.33,28.1,876.3,398514,0,0,0,377,750,-15760,2516,197,-15760
398557,912.29,28.1,876.66,398565,0,-1,0,217,884,-15843,2508,206,-15843
398608,912.31,28.1,876.48,398616,0,0,0,192,853,-15886,2508,206,-15886
398659,912.38,28.1,875.85,398667,0,0,0,292,785,-15903,2508,206,-15903
398714,912.36,28.1,876.03,398721,0,0,0,240,835,-15771,2503,202,-15771
398766,912.33,28.1,876.3,398772,0,0,0,322,787,-15842,2503,202,-15842
398817,912.36,28.1,876.03,398823,0,0,0,211,804,-15828,2503,202,-15828
398868,912.32,28.1,876.39,398874,0,0,0,274,776,-15914,2501,217,-15914
398919,912.33,28.1,876.3,398925,0,0,0,223,915,-15768,2501,217,-15768
398972,912.32,28.1,876.39,398981,0,0,0,390,769,-15852,2501,217,-15852
399024,912.33,28.1,876.3,399032,0,0,0,313,898,-15844,2501,217,-15844
399075,912.31,28.1,876.48,399083,0,0,0,284,805,-15847,2505,199,-15847
399126,912.32,28.1,876.39,399134,0,0,0,292,809,-15683,2505,199,-15683
399177,912.34,28.1,876.21,399185,0,0,0,286,784,-15863,2505,199,-15863
399233,912.28,28.1,876.75,399241,0,0,0,334,799,-15902,2508,193,-15902
399284,912.33,28.1,876.3,399292,0,0,0,272,768,-15855,2508,193,-15855
399335,912.32,28.1,876.39,399343,0,0,0,279,791,-15808,2508,193,-15808
399386,912.32,28.1,876.39,399394,0,0,0,277,794,-15798,2515,212,-15798
399437,912.33,28.1,876.3,399448,0,0,0,274,786,-15862,2515,212,-15862
399493,912.33,28.1,876.3,399499,0,0,0,271,746,-15937,2515,212,-15937
399544,912.34,28.1,876.21,399550,1,0,0,279,808,-15806,2503,207,-15806
399595,912.29,28.1,876.66,399601,0,0,0,239,815,-15746,2503,207,-15746
399644,912.38,28.1,875.85,399652,0,0,0,251,821,-15791,2503,207,-15791
399695,912.33,28.1,876.3,399708,0,0,0,272,828,-15741,2512,216,-15741
399751,912.29,28.1,876.66,399759,0,0,0,20,818,-15948,2512,216,-15948
399802,912.34,28.1,876.21,399810,0,0,0,295,768,-15911,2512,216,-15911
399853,912.33,28.1,876.3,399861,0,0,0,294,877,-15781,2501,220,-15781
399904,912.32,28.1,876.39,399912,0,0,0,224,801,-15740,2501,220,-15740
399960,912.32,28.1,876.39,399968,0,0,0,228,867,-15745,2501,220,-15745
400011,912.34,28.1,876.21,400019,0,0,0,293,791,-15824,2512,205,-15824
400062,912.34,28.1,876.21,400070,0,0,0,282,829,-15765,2512,205,-15765
400113,912.3,28.1,876.57,400121,0,0,0,291,825,-15830,2512,205,-15830
400164,912.35,28.1,876.12,400173,0,0,0,217,860,-15840,2506,213,-15840
400220,912.32,28.1,876.39,400226,0,0,0,352,760,-15807,2506,213,-15807
400271,912.34,28.1,876.21,400277,0,0,0,313,816,-15736,2506,213,-15736
400322,912.36,28.1,876.03,400328,0,0,0,347,774,-15695,2506,213,-15695
400373,912.3,28.1,876.57,400379,0,0,0,290,831,-15783,2514,215,-15783
400424,912.34,28.1,876.21,400431,0,0,0,245,773,-15898,2514,215,-15898
400478,912.33,28.1,876.3,400486,0,0,0,182,824,-15821,2514,215,-15821
400529,912.31,28.1,876.48,400537,0,0,0,287,771,-15796,2507,211,-15796
400580,912.36,28.1,876.03,400588,0,0,0,236,834,-15826,2507,211,-15826
400631,912.32,28.1,876.39,400640,1,0,0,296,769,-15869,2507,211,-15869
400683,912.39,28.1,875.76,400691,0,0,0,286,833,-15792,2509,205,-15792
400738,912.31,28.1,876.48,400746,0,0,0,293,802,-15849,2509,205,-15849
400789,912.33,28.1,876.3,400797,0,0,0,377,826,-15749,2509,205,-15749
400840,912.33,28.1,876.3,400848,0,0,0,290,811,-15825,2515,188,-15825
400891,912.35,28.1,876.12,400900,0,0,0,318,818,-15792,2515,188,-15792
400943,912.33,28.1,876.3,400951,0,0,0,278,805,-15836,2515,188,-15836
400996,912.33,28.1,876.3,401004,0,0,0,295,765,-15666,2506,208,-15666
401047,912.33,28.1,876.3,401055,0,0,0,484,821,-15805,2506,208,-15805
401098,912.32,28.1,876.39,401106,0,0,0,289,817,-15892,2506,208,-15892
401149,912.38,28.1,875.85,401158,0,0,0,290,801,-15851,2510,201,-15851
401201,912.35,28.1,876.12,401209,0,0,0,352,786,-15869,2510,201,-15869
401256,912.36,28.1,876.03,401264,0,0,0,231,858,-15778,2510,201,-15778
401307,912.36,28.1,876.03,401315,0,0,0,284,799,-15804,2517,202,-15804
401358,912.34,28.1,876.21,401367,0,0,0,218,802,-15727,2517,202,-15727
401410,912.35,28.1,876.12,401418,0,0,0,322,837,-15828,2517,202,-15828
401461,912.31,28.1,876.48,401473,0,0,0,318,787,-15757,2511,206,-15757
401516,912.3,28.1,876.57,401524,0,0,0,239,770,-15843,2511,206,-15843
401567,912.33,28.1,876.3,401575,0,0,0,276,878,-15755,2511,206,-15755
401618,912.34,28.1,876.21,401627,0,0,0,333,734,-15902,2511,206,-15902
401670,912.39,28.1,875.76,401678,0,0,0,338,868,-15858,2508,211,-15858
401721,912.33,28.1,876.3,401731,0,0,0,269,856,-15713,2508,211,-15713
401774,912.35,28.1,876.12,401782,0,0,0,321,766,-15856,2508,211,-15856
401825,912.35,28.1,876.12,401833,0,0,0,295,863,-15814,2513,207,-15814
401876,912.34,28.1,876.21,401885,0,0,0,339,752,-15840,2513,207,-15840
401928,912.42,28.1,875.48,401936,0,0,0,334,872,-15878,2513,207,-15878
401979,912.39,28.1,875.76,401991,0,1,0,257,916,-15815,2513,214,-15815
402034,912.34,28.1,876.21,402042,0,0,0,250,791,-15767,2513,214,-15767
402085,912.38,28.1,875.85,402094,0,0,0,310,921,-15874,2513,214,-15874
402137,912.38,28.1,875.85,402145,1,0,0,364,724,-15850,2508,211,-15850
402188,912.33,28.1,876.3,402196,0,0,0,126,880,-15735,2508,211,-15735
402243,912.35,28.1,876.12,402251,1,-1,0,359,774,-15837,2508,211,-15837
402294,912.36,28.1,876.03,402302,0,-1,0,146,885,-15862,2510,200,-15862
402345,912.39,28.1,875.76,402354,1,-2,0,318,688,-15989,2510,200,-15989
402397,912.36,28.1,876.03,402405,1,-1,0,185,900,-15856,2510,200,-15856
402448,912.41,28.1,875.58,402456,1,-2,0,382,675,-15828,2505,218,-15828
402503,912.34,28.1,876.21,402509,1,-2,0,220,836,-15817,2505,218,-15817
402554,912.4,28.1,875.67,402561,0,0,0,278,724,-15788,2505,218,-15788
402606,912.39,28.1,875.76,402612,0,0,0,244,824,-15845,2515,209,-15845
402657,912.35,28.1,876.12,402663,1,-1,0,324,745,-15825,2515,209,-15825
402708,912.36,28.1,876.03,402716,0,0,0,230,848,-15777,2515,209,-15777
402763,912.38,28.1,875.85,402771,0,0,0,352,701,-15882,2509,200,-15882
402814,912.41,28.1,875.58,402823,0,0,0,253,828,-15825,2509,200,-15825
402866,912.37,28.1,875.94,402874,0,0,0,323,755,-15851,2509,200,-15851
402917,912.39,28.1,875.76,402925,0,0,0,288,798,-15830,2512,212,-15830
402968,912.34,28.1,876.21,402976,0,0,0,262,766,-15852,2512,212,-15852
403023,912.35,28.1,876.12,403032,0,0,0,323,763,-15906,2512,212,-15906
403075,912.36,28.1,876.03,403083,0,0,0,218,799,-16013,2512,212,-16013
403126,912.37,28.1,875.94,403134,0,0,0,349,775,-15791,2512,201,-15791
403177,912.37,28.1,875.94,403185,0,0,0,273,847,-15753,2512,201,-15753
403228,912.41,28.1,875.58,403238,0,0,0,303,727,-15816,2512,201,-15816
403281,912.43,28.1,875.39,403290,1,-1,0,343,849,-15907,2513,214,-15907
403333,912.44,28.1,875.3,403341,0,0,0,302,759,-15819,2513,214,-15819
403384,912.37,28.1,875.94,403392,0,0,0,276,849,-15872,2513,214,-15872
403435,912.4,28.1,875.67,403443,0,-1,0,315,777,-15809,2514,205,-15809
403486,912.36,28.1,876.03,403499,0,0,0,247,836,-15764,2514,205,-15764
403542,912.41,28.1,875.58,403550,0,0,0,255,807,-15829,2514,205,-15829
403593,912.37,28.1,875.94,403601,0,0,0,211,771,-15830,2509,218,-15830
403644,912.39,28.1,875.76,403652,0,0,0,289,768,-15746,2509,218,-15746
403695,912.36,28.1,876.03,403703,0,0,0,246,803,-15882,2509,218,-15882
403746,912.45,28.1,875.21,403759,0,0,0,323,840,-15892,2516,210,-15892
403802,912.36,28.1,876.03,403810,0,0,0,270,788,-15844,2516,210,-15844
403853,912.37,28.1,875.94,403861,0,0,0,257,804,-15896,2516,210,-15896
403904,912.37,28.1,875.94,403912,0,0,0,287,786,-15826,2513,196,-15826
403955,912.37,28.1,875.94,403963,0,0,1,259,838,-15810,2513,196,-15810
404008,912.37,28.1,875.94,404017,0,0,0,347,843,-15927,2513,196,-15927
404060,912.37,28.1,875.94,404068,0,0,0,258,847,-15905,2501,198,-15905
404111,912.32,28.1,876.39,404119,0,0,0,325,833,-15977,2501,198,-15977
404162,912.36,28.1,876.03,404170,0,0,0,274,817,-15815,2501,198,-15815
404213,912.34,28.1,876.21,404221,0,0,0,268,856,-15767,2507,213,-15767
404269,912.35,28.1,876.12,404277,0,0,0,288,776,-15821,2507,213,-15821
404320,912.33,28.1,876.3,404328,0,0,0,279,816,-15759,2507,213,-15759
404371,912.38,28.1,875.85,404379,0,0,0,309,816,-15863,2507,213,-15863
404422,912.34,28.1,876.21,404430,0,0,0,233,855,-15874,2499,204,-15874
404473,912.35,28.1,876.12,404482,1,-1,0,310,737,-15748,2499,204,-15748
404529,912.3,28.1,876.57,404537,0,0,0,268,940,-15816,2499,204,-15816
404580,912.34,28.1,876.21,404588,0,0,0,279,792,-15819,2507,209,-15819
404631,912.34,28.1,876.21,404639,0,0,0,215,837,-15830,2507,209,-15830
404682,912.4,28.1,875.67,404690,0,0,0,203,735,-15943,2507,209,-15943
404733,912.36,28.1,876.03,404742,0,0,0,242,823,-15788,2508,215,-15788
404789,912.36,28.1,876.03,404795,0,0,0,296,759,-15839,2508,215,-15839
404840,912.39,28.1,875.76,404846,0,0,0,234,822,-15900,2508,215,-15900
404889,912.36,28.1,876.03,404897,0,0,0,281,813,-15860,2514,204,-15860
404940,912.42,28.1,875.48,404948,0,0,0,275,814,-15789,2514,204,-15789
404992,912.42,28.1,875.48,405000,0,0,0,235,772,-15800,2514,204,-15800
405057,912.38,28.1,875.85,405065,0,0,0,247,872,-15767,2515,199,-15767
405108,912.32,28.1,876.39,405116,1,-1,0,395,706,-15840,2515,199,-15840
405159,912.35,28.1,876.12,405168,0,0,0,185,929,-15791,2515,199,-15791
405211,912.35,28.1,876.12,405219,1,-2,0,343,693,-15833,2510,202,-15833
405262,912.34,28.1,876.21,405274,0,0,0,240,881,-15741,2510,202,-15741
405317,912.43,28.1,875.39,405325,1,-1,0,358,748,-15829,2510,202,-15829
405368,912.38,28.1,875.85,405377,0,-1,0,239,792,-15826,2505,211,-15826
405420,912.37,28.1,875.94,405428,1,-1,0,282,797,-15833,2505,211,-15833
405471,912.35,28.1,876.12,405479,0,0,0,257,844,-15821,2505,211,-15821
405522,912.38,28.1,875.85,405532,0,0,0,303,824,-15797,2519,211,-15797
405577,912.33,28.1,876.3,405583,0,0,0,264,801,-15833,2519,211,-15833
405628,912.34,28.1,876.21,405635,0,0,1,326,819,-15783,2519,211,-15783
405680,912.39,28.1,875.76,405686,0,0,0,321,849,-15744,2515,206,-15744
405731,912.36,28.1,876.03,405737,0,0,0,292,799,-15924,2515,206,-15924
405782,912.39,28.1,875.76,405792,0,0,0,256,816,-15857,2515,206,-15857
405835,912.35,28.1,876.12,405843,0,0,0,249,860,-15670,2516,204,-15670
405886,912.33,28.1,876.3,405895,0,0,0,284,817,-15799,2516,204,-15799
405938,912.4,28.1,875.67,405946,0,0,0,334,853,-15706,2516,204,-15706
405989,912.39,28.1,875.76,405997,0,0,0,304,835,-15806,2516,204,-15806
406044,912.34,28.1,876.21,406052,0,0,0,274,842,-15854,2504,185,-15854
406095,912.39,28.1,875.76,406104,0,0,0,310,787,-15748,2504,185,-15748
406147,912.39,28.1,875.76,406155,0,0,0,267,821,-15789,2504,185,-15789
406198,912.34,28.1,876.21,406206,0,0,0,299,815,-15939,2517,208,-15939
406249,912.39,28.1,875.76,406257,0,0,0,254,794,-15808,2517,208,-15808
406304,912.37,28.1,875.94,406310,0,0,0,241,876,-15702,2517,208,-15702
406355,912.3,28.1,876.57,406362,0,-2,0,247,827,-15827,2507,204,-15827
406407,912.36,28.1,876.03,406413,0,0,0,272,792,-15910,2507,204,-15910
406458,912.35,28.1,876.12,406464,0,0,0,277,793,-15805,2507,204,-15805
406509,912.36,28.1,876.03,406515,0,0,0,276,862,-15709,2513,220,-15709
406562,912.35,28.1,876.12,406571,0,0,0,273,771,-15834,2513,220,-15834
406614,912.36,28.1,876.03,406622,0,0,0,219,937,-15742,2513,220,-15742
406665,912.32,28.1,876.39,406673,1,-1,0,347,739,-15762,2517,206,-15762
406716,912.35,28.1,876.12,406724,0,-1,0,216,912,-15763,2517,206,-15763
406767,912.33,28.1,876.3,406775,0,-1,0,293,777,-15878,2517,206,-15878
406822,912.35,28.1,876.12,406831,0,0,0,230,908,-15801,2516,213,-15801
406874,912.35,28.1,876.12,406882,0,0,0,328,735,-15850,2516,213,-15850
406925,912.4,28.1,875.67,406933,1,0,0,257,791,-15783,2516,213,-15783
406976,912.37,28.1,875.94,406984,0,0,0,302,773,-15856,2500,211,-15856
407027,912.33,28.1,876.3,407035,0,0,0,247,821,-15726,2500,211,-15726
407083,912.29,28.1,876.66,407091,0,0,0,279,789,-15796,2500,211,-15796
407134,912.29,28.1,876.66,407142,0,0,0,263,757,-15732,2496,199,-15732
407185,912.28,28.1,876.75,407193,0,0,0,323,787,-15814,2496,199,-15814
407236,912.36,28.1,876.03,407244,0,0,0,237,785,-15913,2496,199,-15913
407287,912.33,28.1,876.3,407298,0,0,0,225,827,-15813,2496,199,-15813
407341,912.37,28.1,875.94,407349,0,0,0,360,768,-15734,2504,191,-15734
407392,912.36,28.1,876.03,407400,0,0,0,288,821,-15803,2504,191,-15803
407443,912.34,28.1,876.21,407451,0,0,0,308,803,-15851,2504,191,-15851
407494,912.3,28.1,876.57,407502,0,0,0,342,771,-15787,2507,224,-15787
407545,912.37,28.1,875.94,407558,0,0,0,281,853,-15907,2507,224,-15907
407601,912.37,28.1,875.94,407609,0,0,0,323,783,-15862,2507,224,-15862
407652,912.37,28.1,875.94,407660,0,0,0,316,764,-15794,2513,208,-15794
407703,912.37,28.1,875.94,407711,0,0,0,211,853,-15759,2513,208,-15759
407754,912.36,28.1,876.03,407762,0,0,0,290,793,-15802,2513,208,-15802
407810,912.37,28.1,875.94,407816,0,0,0,297,913,-15871,2513,213,-15871
407861,912.35,28.1,876.12,407867,0,0,0,293,758,-15940,2513,213,-15940
407912,912.37,28.1,875.94,407918,0,0,0,184,860,-15770,2513,213,-15770
407963,912.35,28.1,876.12,407969,0,0,0,251,763,-15893,2506,220,-15893
408014,912.32,28.1,876.39,408020,0,0,0,236,792,-15815,2506,220,-15815
408068,912.34,28.1,876.21,408076,0,-2,0,188,806,-15755,2506,220,-15755
408119,912.36,28.1,876.03,408127,0,0,0,279,795,-15846,2511,211,-15846
408170,912.37,28.1,875.94,408178,0,0,0,222,824,-15807,2511,211,-15807
408221,912.34,28.1,876.21,408229,0,0,0,303,770,-15782,2511,211,-15782
408272,912.28,28.1,876.75,408281,0,0,0,280,830,-15806,2508,192,-15806
408328,912.33,28.1,876.3,408336,0,0,0,347,802,-15868,2508,192,-15868
408379,912.34,28.1,876.21,408387,0,0,0,249,790,-15853,2508,192,-15853
408430,912.32,28.1,876.39,408438,0,0,0,287,755,-15784,2518,209,-15784
408481,912.3,28.1,876.57,408489,0,0,0,312,799,-15854,2518,209,-15854
408532,912.31,28.1,876.48,408541,0,0,0,247,797,-15644,2518,209,-15644
408588,912.36,28.1,876.03,408596,0,0,0,301,800,-15754,2518,209,-15754
408639,912.36,28.1,876.03,408647,0,0,0,296,805,-15788,2508,206,-15788
408690,912.32,28.1,876.39,408698,0,0,0,246,881,-15956,2508,206,-15956
408741,912.4,28.1,875.67,408750,0,0,0,257,824,-15879,2508,206,-15879
408793,912.32,28.1,876.39,408801,0,0,0,287,865,-15785,2511,201,-15785
408846,912.35,28.1,876.12,408854,0,0,0,228,856,-15828,2511,201,-15828
408897,912.36,28.1,876.03,408905,0,0,0,289,806,-15788,2511,201,-15788
408948,912.36,28.1,876.03,408956,0,0,0,242,832,-15841,2514,207,-15841
408999,912.36,28.1,876.03,409008,0,0,0,277,852,-15784,2514,207,-15784
409051,912.37,28.1,875.94,409059,0,0,0,281,810,-15838,2514,207,-15838
409106,912.36,28.1,876.03,409114,0,0,0,236,892,-15804,2512,200,-15804
409157,912.33,28.1,876.3,409165,1,0,0,256,725,-15841,2512,200,-15841
409208,912.34,28.1,876.21,409217,0,0,0,186,920,-15764,2512,200,-15764
409260,912.35,28.1,876.12,409268,1,-1,0,399,705,-16046,2512,210,-16046
409311,912.37,28.1,875.94,409323,0,0,0,192,1010,-15748,2512,210,-15748
409366,912.38,28.1,875.85,409374,0,-1,0,344,792,-15888,2512,210,-15888
409417,912.4,28.1,875.67,409425,0,-1,0,254,862,-15774,2514,194,-15774
409468,912.38,28.1,875.85,409477,1,0,0,290,763,-15857,2514,194,-15857
409520,912.38,28.1,875.85,409528,0,0,0,267,820,-15946,2514,194,-15946
409571,912.35,28.1,876.12,409581,0,0,0,242,819,-15806,2512,207,-15806
409624,912.41,28.1,875.58,409632,0,0,0,335,850,-15810,2512,207,-15810
409675,912.35,28.1,876.12,409683,1,0,0,294,841,-15802,2512,207,-15802
409726,912.34,28.1,876.21,409735,0,0,0,283,875,-15827,2512,200,-15827
409778,912.41,28.1,875.58,409786,0,0,0,276,813,-15817,2512,200,-15817
409833,912.35,28.1,876.12,409841,0,0,0,244,886,-15930,2512,200,-15930
409884,912.37,28.1,875.94,409892,0,0,0,266,790,-15703,2512,200,-15703
409935,912.36,28.1,876.03,409944,0,0,0,208,870,-15884,2519,204,-15884
409987,912.34,28.1,876.21,409995,0,0,0,342,819,-15750,2519,204,-15750
410038,912.34,28.1,876.21,410046,0,0,0,221,856,-15773,2519,204,-15773
410093,912.35,28.1,876.12,410101,0,0,0,290,835,-15868,2508,214,-15868
410144,912.37,28.1,875.94,410152,0,0,0,259,792,-15784,2508,214,-15784
410195,912.37,28.1,875.94,410204,0,0,0,277,832,-15902,2508,214,-15902
410247,912.33,28.1,876.3,410255,0,0,0,295,800,-15789,2514,198,-15789
410298,912.35,28.1,876.12,410306,0,0,0,182,757,-15759,2514,198,-15759
410353,912.39,28.1,875.76,410359,0,-1,0,286,706,-15945,2514,198,-15945
410404,912.35,28.1,876.12,410411,0,0,0,244,829,-15822,2508,196,-15822
410456,912.39,28.1,875.76,410462,0,0,0,293,782,-15889,2508,196,-15889
410507,912.36,28.1,876.03,410513,0,0,0,254,807,-15808,2508,196,-15808
410558,912.33,28.1,876.3,410564,0,0,0,321,807,-15787,2513,202,-15787
410611,912.43,28.1,875.39,410619,0,0,0,297,879,-15831,2513,202,-15831
410662,912.36,28.1,876.03,410671,0,0,0,332,751,-15823,2513,202,-15823
410714,912.35,28.1,876.12,410722,0,-1,0,215,888,-15770,2519,198,-15770
